KPGZ,with_KPGZ,count
01.02.09.10.01,01.02.09.10.01,15
01.02.09.10.01,01.02.09.10.05,9
01.02.09.10.01,01.02.09.09.01,24
01.01.01.19.01.04,01.01.01.06.09.01,9
01.01.01.19.01.04,01.01.01.13.01,15
01.01.01.19.01.04,01.01.01.12.03.01,8
01.01.01.19.01.04,01.01.01.14.01.01,11
01.01.01.01.05,01.01.01.19.01.03,3
01.01.01.01.05,01.01.01.06.09.01,8
01.01.01.19.01.03,01.01.01.19.04,7
01.01.01.19.01.03,01.01.01.01.06,9
01.01.01.19.01.03,01.01.01.01.08,7
01.01.01.19.01.03,01.01.01.02.01.01,11
01.01.01.19.01.03,01.01.01.06.09.01,4
01.01.01.19.01.03,01.01.01.01.10,6
01.01.01.19.01.03,01.01.01.01.01,4
01.01.01.19.01.03,01.01.01.13.02.03,13
01.01.01.19.01.03,01.01.01.18,12
01.01.01.19.01.03,01.01.01.01.16,8
01.01.01.19.01.03,01.01.01.06.12.01,6
01.01.01.19.01.03,01.01.01.01.12,5
01.01.01.19.01.03,01.01.01.21.02,8
01.01.01.19.01.03,01.01.01.06.03,10
01.01.01.19.01.03,01.01.01.11,26
01.01.01.19.01.03,01.01.01.13.01,21
01.01.01.19.01.03,01.01.01.13.02.02,5
01.01.01.01.06,01.01.01.06.09.01,5
01.01.01.01.06,01.01.01.06.12.01,15
01.01.01.01.06,01.01.01.01.12,5
01.01.01.01.08,01.01.01.06.09.01,2
01.01.01.01.08,01.01.01.01.10,7
01.01.01.01.08,01.01.01.13.02.03,5
01.01.01.01.08,01.01.01.18,7
01.01.01.01.08,01.01.01.05.02,7
01.01.01.01.08,01.01.01.01.16,4
01.01.01.01.08,01.01.01.01.12,3
01.01.01.01.08,01.01.01.21.02,5
01.01.01.01.08,01.01.01.06.03,6
01.01.01.01.08,01.01.01.13.01,2
01.01.01.06.09.01,01.01.01.01.10,1
01.01.01.06.09.01,01.01.01.01.01,8
01.01.01.06.09.01,01.01.01.13.02.03,20
01.01.01.06.09.01,01.01.01.18,19
01.01.01.06.09.01,01.01.01.01.16,2
01.01.01.06.09.01,01.01.01.01.12,1
01.01.01.06.09.01,01.01.01.21.02,4
01.01.01.06.09.01,01.01.01.06.03,7
01.01.01.01.10,01.01.01.01.12,6
01.01.01.01.01,01.01.01.01.16,13
01.15.04.01.01,01.15.05.01.06.04,12
01.15.04.02.01,01.15.05.07.03,1
01.15.04.02.01,01.15.05.01.06.02,2
01.15.04.02.01,01.15.05.03.04.07,1
01.15.04.02.01,01.15.05.01.06.04,1
01.15.04.02.01,01.15.05.14,3
01.15.04.07,01.15.05.01.06.02,18
01.15.04.07,01.15.05.01.06.04,5
01.15.02.02.01,01.15.05.07.03,4
01.15.02.02.01,01.15.05.03.04.07,2
01.15.02.02.01,01.15.05.01.06.04,2
01.15.02.02.01,01.15.04.03.02,8
01.15.02.02.01,01.15.05.14,2
01.15.03.17.05,01.15.05.03.04.07,5
01.15.03.17.05,01.15.05.01.06.04,8
01.15.05.04.04,01.15.05.01.06.04,4
01.15.04.03.04,01.15.05.01.06.02,5
01.15.04.03.04,01.15.05.03.04.07,1
01.15.04.03.04,01.15.05.01.06.04,1
01.15.04.03.01,01.15.05.01.06.04,2
01.15.05.04.05.01,01.15.05.01.07,17
01.15.05.04.05.01,01.15.05.07.03,5
01.15.05.04.05.01,01.15.05.03.04.07,1
01.15.05.04.05.01,01.15.05.01.06.04,1
01.15.04.03.03,01.15.05.01.07,6
01.15.04.03.03,01.15.05.07.03,8
01.15.04.03.03,01.15.05.03.04.07,2
01.15.04.03.03,01.15.05.01.06.04,2
01.15.01.07,01.15.05.03.04.07,2
01.15.01.07,01.15.05.01.06.04,2
01.15.05.04.08.01,01.15.05.07.03,28
01.15.05.04.08.01,01.15.05.03.04.07,1
01.15.05.04.08.01,01.15.05.01.06.04,1
01.15.05.13,01.15.05.07.03,9
01.15.05.13,01.15.05.01.06.02,9
01.15.05.13,01.15.05.03.04.07,1
01.15.05.13,01.15.05.01.06.04,1
01.15.05.04.06.02,01.15.05.03.04.07,2
01.15.05.04.06.02,01.15.05.01.06.04,1
01.15.02.01,01.15.05.01.06.02,26
01.15.02.01,01.15.05.03.04.07,17
01.15.02.01,01.15.05.01.06.04,17
01.15.04.02.04,01.15.05.03.04.07,11
01.15.04.02.04,01.15.05.01.06.04,8
01.15.05.04.06.03,01.15.05.03.04.07,3
01.15.05.01.07,01.15.05.07.03,3
01.15.05.01.07,01.15.05.01.07,3
01.15.05.01.07,01.15.05.01.06.02,6
01.15.05.01.07,01.15.05.03.04.07,2
01.15.05.01.07,01.15.05.01.06.04,2
01.15.05.01.07,01.15.05.04.08.02,5
01.15.05.01.07,01.15.02.06.02,25
01.15.05.01.07,01.15.04.03.02,5
01.15.05.01.07,01.15.05.02.05.01,6
01.15.05.04.03.01,01.15.05.01.06.02,33
01.15.05.04.03.01,01.15.05.03.04.07,3
01.15.05.07.03,01.15.05.15,12
01.15.05.07.03,01.15.02.01,17
01.15.05.07.03,01.15.05.01.07,2
01.15.05.07.03,01.15.03.17.06,9
01.15.05.07.03,01.15.05.01.06.02,3
01.15.05.07.03,01.15.05.03.04.07,1
01.15.05.07.03,01.15.05.01.06.04,1
01.15.05.07.03,01.15.08.01,6
01.15.05.07.03,01.15.05.04.08.02,3
01.15.05.07.03,01.15.05.04.06.01,4
01.15.05.07.03,01.15.02.06.02,5
01.15.05.16.01,01.15.05.01.06.02,7
01.15.05.16.01,01.15.05.03.04.07,1
01.15.05.16.01,01.15.05.01.06.04,2
01.15.05.15,01.15.05.01.06.02,12
01.15.05.15,01.15.05.03.04.07,2
01.15.05.15,01.15.05.01.06.04,2
01.15.05.10,01.15.05.01.06.02,17
01.15.05.10,01.15.05.01.06.04,3
01.15.03.17.06,01.15.05.01.06.02,17
01.20.09.02,01.20.03.04.01.02,14
01.20.09.02,01.20.03.04.04.02.01,1
01.20.04.02.12,01.20.04.01.07,32
01.20.04.02.12,01.20.01.02,3
01.20.04.09.04,01.20.04.01.07,6
01.20.04.01.09,01.20.04.01.07,12
01.20.04.02.13,01.20.04.01.07,29
01.20.04.02.10,01.20.04.01.07,22
01.20.04.01.07,01.20.04.06.02.01,4
01.02.10.43.05.12.06,01.02.11.01.12.03.14,3
01.15.04.01.01,01.15.01.01.04,20
01.15.05.04.03.01,01.15.01.01.04,6
01.15.05.04.04,01.15.01.01.04,23
01.15.04.02.04,01.15.01.01.04,27
01.15.01.07,01.15.01.01.04,9
01.15.05.02.06.01.06,01.15.01.01.04,4
01.15.05.02.05.01,01.15.01.01.04,2
01.20.05.03.04.02,01.20.07.11.04.01,7
01.20.07.11.04.01,01.20.04.04.01,3
01.20.07.11.04.01,01.20.03.04.04.01,5
01.20.07.11.04.01,01.20.05.03.04.04,7
01.20.07.11.04.01,01.20.05.03.04.01,8
01.20.07.11.04.01,01.20.03.04.01.02,3
01.20.07.11.04.01,01.20.04.02.12,2
01.20.07.11.04.01,01.20.03.04.04.02.01,6
01.20.07.11.04.01,01.20.05.03.04.02,2
01.20.07.11.04.01,01.20.04.02.09,2
01.20.07.11.04.01,01.20.04.06.02.02,1
01.20.05.03.04.01,01.20.07.11.04.01,2
01.02.11.03.09.02,01.02.11.01.03.24,1
01.02.11.03.09.02,01.02.11.01.03.07.02,2
01.02.11.03.09.02,01.02.11.01.05.23,1
01.02.11.03.09.02,01.02.11.01.03.22,1
01.02.11.01.03.24,01.02.11.01.03.07.02,2
01.02.11.01.03.24,01.02.11.01.05.23,1
01.13.13.05,01.13.08.04,17
01.13.13.05,01.10.04.04.01,6
01.10.04.04.01,01.13.06.99,19
01.15.01.01.01.02,01.15.05.09.03,34
01.15.01.01.01.02,01.15.05.04.03.02,6
01.15.01.01.01.02,01.15.05.03.03,9
01.15.01.01.01.02,01.15.05.14,2
01.15.01.05,01.15.05.09.03,7
01.15.01.05,01.15.05.04.03.02,1
01.15.05.09.03,01.15.05.04.03.02,4
01.15.05.09.03,01.15.01.05,2
01.15.05.09.03,01.15.05.04.10,2
01.15.05.09.03,01.15.05.03.03,2
01.15.04.03.01,01.15.05.04.03.02,4
01.15.01.09,01.15.05.04.03.02,2
01.15.05.04.03.02,01.15.03.17.05,6
01.15.05.04.03.02,01.15.01.05,1
01.15.05.04.03.02,01.15.01.09,1
01.13.07.05.03.01,01.10.04.01,2
01.13.07.05.03.01,01.13.07.05.03.01,5
01.15.05.04.05.02,01.15.05.04.09.01,9
01.13.06.99,01.13.05.02,3
01.13.06.99,01.11.04.03.02.02,7
01.13.06.01,01.13.05.06.01,4
01.13.06.01,01.13.05.02,7
01.13.06.01,01.11.04.03.02.02,2
01.13.06.01,01.13.04.99.02,11
01.13.07.05.01.02,01.13.05.02,2
01.13.07.05.01.02,01.11.04.03.02.02,2
01.13.17.99,01.13.05.02,2
01.13.04.04.99,01.13.05.02,1
01.13.04.04.99,01.11.04.03.02.02,1
01.13.05.06.01,01.13.05.02,1
01.13.05.06.01,01.11.04.03.02.02,1
01.13.05.02,01.13.04.04.01,1
01.13.05.02,01.13.06.99,2
01.13.05.02,01.11.04.03.02.02,1
01.13.05.02,01.13.04.04.03,1
01.13.04.04.01,01.11.04.03.02.02,3
01.20.04.02.09,01.20.04.07.02,8
01.02.10.49.16,01.02.10.48.18.04,1
01.10.04.04.01,01.13.04.04.99,4
01.10.04.04.01,01.13.15.99,4
01.18.03.01,01.18.07.05,1
01.18.04,01.18.07.05,1
01.11.03.05.05.02,01.11.03.08.04.03,6
01.11.01.04.10.99,01.11.03.08.04.03,1
01.19.10.17.03,01.19.04.06.10,2
01.19.10.17.03,01.19.10.05,2
01.19.10.17.03,01.19.10.19,2
01.19.10.17.03,01.19.10.21,1
01.19.10.17.03,01.19.10.16.03,1
01.19.10.17.03,01.19.10.03,1
01.19.10.17.03,01.19.10.17.01,1
01.19.04.06.10,01.19.10.03,2
01.19.10.19,01.19.10.21,11
01.15.04.03.04,01.15.05.04.09.01,11
01.15.04.03.03,01.15.05.04.09.01,15
01.10.05.03.02.03.01,01.10.05.03.01.03,8
01.20.04.01.10,01.20.03.04.02.02,17
01.20.04.01.10,01.20.03.04.02.01,6
01.02.10.43.05.13.01,01.02.10.43.05.09,3
01.02.10.43.05.13.01,01.02.10.43.03.07,1
03.30.02.02,03.30.02.01.99,4
01.02.10.43.03.01,01.02.10.43.06.04,2
01.20.04.06.01.02,01.20.04.01.08,12
01.20.04.02.12,01.20.04.01.08,15
01.19.10.17.05,01.19.10.18,23
01.02.12,01.26.01.02.03.05.07,21
01.02.10.22.09.08,01.02.10.55.02.01,6
01.02.10.22.09.08,01.02.10.22.11.01,2
01.02.10.22.09.08,01.02.10.55.06,4
01.02.10.22.09.08,01.02.10.55.07,1
01.02.10.22.09.08,01.02.10.55.04.02,1
01.02.10.22.09.08,01.02.10.55.04.01,1
01.02.10.55.02.01,01.02.10.22.11.01,5
01.02.10.55.02.01,01.02.10.22.09.08,4
01.02.10.55.02.01,01.02.10.55.04.02,1
01.02.10.55.02.01,01.02.10.55.04.01,15
01.02.10.22.11.01,01.02.10.55.01,2
01.02.10.22.11.01,01.02.10.55.02.01,9
01.02.10.22.11.01,01.02.10.55.06,3
01.02.10.22.11.01,01.02.10.55.07,1
01.02.10.22.11.01,01.02.10.22.09.08,4
01.02.10.22.11.01,01.02.10.55.04.02,1
01.02.10.55.01,01.02.10.22.09.08,2
01.20.05.01.10,01.20.04.03,6
01.11.06.99,01.11.05.04.99,16
01.11.06.99,01.11.02.10.03.02,11
01.11.02.10.03.01,01.11.01.02.06,3
01.11.02.10.03.01,01.11.01.07.01.02,6
01.11.02.10.03.01,01.11.01.07.99,4
01.11.02.10.03.01,01.11.02.10.03.02,9
01.11.06.04.02,01.11.05.04.99,1
01.11.06.04.02,01.11.02.10.03.02,2
01.11.06.04.01,01.11.02.10.03.02,1
01.11.03.01.02.02.01.13,01.11.01.02.06,3
01.11.03.01.02.02.01.13,01.11.06.04.01,9
01.11.03.01.02.02.01.13,01.11.01.03.11.99,3
01.11.03.01.02.02.01.13,01.11.06.04.02,7
01.11.03.01.02.02.01.13,01.11.01.07.01.02,2
01.11.03.01.02.02.01.13,01.11.01.07.99,1
01.11.03.01.02.02.01.13,01.11.02.10.03.02,1
01.11.01.02.06,01.11.05.04.99,4
01.11.01.02.06,01.11.02.03.02,9
01.11.01.02.06,01.11.03.01.99,5
01.11.01.02.06,01.11.02.02.99,50
01.11.01.02.06,01.11.01.07.01.02,5
01.11.01.02.06,01.11.02.09.04,7
01.11.01.02.06,01.11.02.10.03.02,2
01.11.05.04.99,01.11.01.03.11.99,5
01.11.05.04.99,01.11.06.04.02,5
01.11.05.04.99,01.11.06.04.01,18
01.11.05.04.99,01.11.01.07.01.02,1
01.11.05.04.99,01.11.01.07.99,3
01.11.02.03.02,01.11.06.04.02,9
01.11.02.03.02,01.11.06.04.01,27
01.11.02.03.02,01.11.01.07.01.02,4
01.11.02.03.02,01.11.01.07.99,2
01.11.02.02.99,01.11.01.03.11.99,16
01.11.02.02.99,01.11.01.07.01.02,18
01.15.01.09,01.15.05.04.11,2
01.01.06.08,01.01.06.08,1
01.13.05.01,01.13.05.05,3
01.15.02.03,01.15.02.06.02,10
01.15.02.03,01.15.02.05.02,15
01.15.02.03,01.15.05.04.07.02,5
01.15.01.02.05,01.15.01.02.05,31
01.15.01.02.05,01.15.01.05,1
01.15.05.16.02,01.15.01.04.06,10
01.11.02.10.02,01.11.02.02.03.14,3
01.11.02.10.02,01.19.10.16.08,1
01.11.01.08.05,01.11.02.02.03.14,5
01.11.01.08.05,01.19.10.16.08,2
01.11.02.02.03.13,01.19.10.16.08,5
01.11.09.03.01,01.19.10.16.08,2
01.11.02.02.03.14,01.19.10.16.08,1
01.11.02.03.02,01.19.10.16.08,1
01.11.02.02.99,01.19.10.16.08,13
01.11.02.99,01.19.10.16.08,2
01.11.03.01.01.99,01.19.10.16.08,24
01.11.04.04,01.19.10.16.08,1
01.23.02.99,01.23.09.99,2
01.15.05.03.04.03,01.15.05.03.01.05,3
01.24.07.03,01.24.07.02,33
02.11.03.99,02.11.03.02,1
01.13.04.04.01,01.25.01.03,1
01.15.01.05,01.11.04.06.99,5
01.11.04.06.99,01.15.05.04.04,8
01.15.05.03.02,01.15.07.04,11
01.15.05.03.02,01.15.01.01.01.03,3
01.15.04.01.09,01.15.07.04,1
01.15.04.01.09,01.15.01.01.01.03,3
01.15.04.01.09,01.15.02.05.03,22
01.15.04.01.09,01.15.05.01.05.01.02,10
01.15.07.04,01.15.05.04.07.02,4
01.15.07.04,01.15.01.09,12
01.15.07.04,01.15.05.01.05.01.02,2
01.15.07.04,01.15.02.07,1
01.02.10.43.05.26.03,01.02.10.43.05.33.01,4
01.01.01.02.03.01,01.01.07.24,12
01.01.01.02.03.01,01.01.19.01,2
01.01.07.24,01.01.19.01,1
01.13.10.04,01.13.23.02,2
01.13.23.02,01.13.10.04,3
01.10.04.04.01,01.10.03.01,8
01.02.11.01.06.02.07.02,01.02.11.01.06.02.07.02,2
01.02.10.50.02,01.02.10.16.25.01,1
01.02.10.50.02,01.02.10.13.14.01,2
01.02.10.50.02,01.02.10.55.01,4
01.02.10.50.02,01.02.10.06.12.06,1
01.02.10.12.01.01,01.02.08,5
01.02.10.12.01.01,01.02.10.16.25.01,2
01.02.10.12.04.06,01.02.08,2
01.02.10.12.04.06,01.02.10.16.25.01,1
01.02.10.12.04.06,01.02.10.13.14.01,3
01.02.10.12.13.01,01.02.10.16.25.01,2
01.02.10.42.22.08,01.02.10.16.25.01,2
01.02.08,01.02.10.16.25.01,1
01.20.04.06.02.02,01.20.07.02.02,1
01.20.04.06.02.02,01.20.07.11.03.01.02,8
01.20.04.06.02.02,01.20.05.03.04.04,6
01.20.04.06.02.02,01.20.04.09.04,4
01.20.04.06.02.02,01.20.05.03.04.01,7
01.11.03.13,01.11.02.03.02,6
01.11.04.02.01.01,01.11.06.99,67
01.11.04.02.01.01,01.11.06.04.01,3
01.11.04.02.01.01,01.11.03.09.02.09,12
01.11.04.02.01.01,01.11.07.07,5
01.11.04.01.01.01,01.11.06.04.01,3
02.08.99,02.08.99,1
01.10.08.01,01.10.01.01.03.02,6
01.10.08.01,01.10.08.03,1
01.10.06.01,01.10.06.01,3
01.13.17.99,01.13.03.05,1
01.13.08.04,01.13.03.05,2
01.15.02.08,01.15.04.02.01,11
01.11.01.07.99,01.11.01.03.11.09,1
01.11.01.07.99,01.11.04.01.01.99,1
01.11.01.07.99,01.11.03.05.05.01,9
01.11.01.07.99,01.11.07.08,12
01.11.01.07.99,01.11.03.10.04,3
01.11.01.07.99,01.11.03.01.02.02.01.13,1
01.11.01.07.99,01.11.03.05.11.99,2
01.11.01.07.99,01.11.07.07,3
01.11.01.07.99,01.11.02.10.03.03,1
01.11.01.07.99,01.11.03.09.02.11,1
01.11.01.07.99,01.11.03.04.04.01,1
01.11.03.09.02.09,01.11.01.03.11.09,8
01.11.01.03.11.09,01.11.06.04.02,4
01.11.01.03.11.09,01.11.03.01.02.02.99,5
01.11.01.03.11.09,01.11.04.01.01.99,1
01.11.01.03.11.09,01.11.06.99,25
01.11.01.03.11.09,01.11.03.05.05.01,3
01.11.01.03.11.09,01.11.06.04.01,7
01.11.01.03.11.09,01.11.03.09.02.09,3
01.11.01.03.11.09,01.11.07.08,8
01.11.01.03.11.09,01.11.03.10.04,3
01.11.01.03.11.09,01.11.03.01.02.02.01.13,1
01.11.01.03.11.09,01.11.03.01.01.99,8
01.11.01.03.11.09,01.11.07.07,2
01.11.01.03.11.09,01.11.02.10.03.03,2
01.11.01.03.11.09,01.11.01.03.11.99,7
01.11.06.04.02,01.11.04.01.01.99,6
01.11.06.04.02,01.11.03.05.11.99,10
01.11.06.04.02,01.11.07.07,16
01.11.04.01.01.99,01.11.06.99,35
01.11.04.01.01.99,01.11.06.04.02,7
01.11.04.01.01.99,01.11.03.01.02.02.99,10
01.11.04.01.01.99,01.11.07.07,25
01.11.04.01.01.99,01.11.02.10.03.03,1
01.11.04.01.01.99,01.11.01.03.11.99,4
01.11.03.05.05.01,01.11.02.10.03.03,4
01.11.06.04.01,01.11.03.10.04,9
01.11.07.08,01.11.02.10.03.03,3
01.11.03.01.02.02.01.13,01.11.03.05.11.99,4
01.11.03.01.02.02.01.13,01.11.01.04.10.99,7
01.06.01.03.01,01.16.31.05,27
01.01.02.35.04.03,01.01.01.06.10,46
01.01.02.35.04.03,01.01.01.01.05,75
01.01.02.35.04.03,01.01.01.01.13,9
01.01.02.35.04.03,01.01.01.06.09.02,20
01.01.02.35.04.03,01.01.01.01.03,23
01.01.02.35.04.03,01.01.16.01.04.01,70
01.01.02.35.04.03,01.01.01.01.15,9
01.01.02.35.04.03,01.01.01.17,48
01.01.01.01.02,01.01.01.13.01,16
01.01.01.01.02,01.01.01.06.09.02,7
01.01.01.01.02,01.01.01.01.03,9
01.01.01.01.02,01.01.02.35.04.03,39
01.01.01.01.02,01.01.01.01.15,3
01.01.01.01.02,01.01.12.01.02,9
01.01.01.01.02,01.01.01.06.08,2
01.01.01.01.02,01.01.01.14.02.02,16
01.01.01.01.02,01.01.01.13.02.02,6
01.01.01.01.02,01.01.01.01.01,8
01.01.01.01.02,01.01.05.04,3
01.01.01.21.02,01.01.01.06.10,6
01.01.01.21.02,01.01.01.06.09.02,2
01.01.01.21.02,01.01.01.01.03,3
01.01.01.21.02,01.01.01.01.15,1
01.01.01.21.02,01.01.01.17,19
01.01.01.21.02,01.01.01.06.08,1
01.01.01.21.02,01.01.01.13.02.02,4
01.01.01.21.02,01.01.05.04,1
01.01.01.13.02.99,01.01.01.06.03,8
01.01.01.13.02.99,01.01.01.01.05,24
01.01.01.13.02.99,01.01.01.01.13,8
01.01.01.13.02.99,01.01.01.01.03,25
01.01.01.13.02.99,01.01.16.01.04.01,43
01.01.01.13.02.99,01.01.01.05.02,53
01.01.01.13.02.99,01.01.01.01.15,6
01.01.01.13.02.99,01.01.01.13.02.02,19
01.01.01.13.02.99,01.01.01.01.09,11
01.01.01.13.02.99,01.01.01.01.01,10
01.01.01.13.02.03,01.01.01.06.10,10
01.01.01.13.02.03,01.01.01.01.05,23
01.01.01.13.02.03,01.01.01.06.09.02,13
01.01.01.13.02.03,01.01.01.01.03,13
01.01.01.13.02.03,01.01.01.01.15,4
01.01.01.13.02.03,01.01.01.06.08,5
01.01.01.13.02.03,01.01.01.01.09,5
01.01.01.13.02.03,01.01.01.01.01,4
01.01.01.06.03,01.01.01.06.10,9
01.01.01.06.03,01.01.01.13.02.99,41
01.01.01.06.03,01.01.01.01.13,3
01.01.01.06.03,01.01.01.13.02.03,27
01.01.01.06.03,01.01.01.13.01,3
01.01.01.06.03,01.01.01.06.09.02,4
01.01.01.06.03,01.01.01.01.03,4
01.01.01.06.03,01.01.16.01.04.01,15
01.01.01.06.03,01.01.02.35.04.03,29
01.01.01.06.03,01.01.01.14.01.01,17
01.01.01.06.03,01.01.01.01.15,2
01.01.01.06.03,01.01.01.17,6
01.01.01.06.03,01.01.12.01.02,1
01.01.01.06.03,01.01.01.06.08,3
01.01.01.06.03,01.01.01.14.02.02,5
01.01.01.06.03,01.01.01.13.02.02,4
01.01.01.06.03,01.01.01.01.09,13
01.01.01.06.03,01.01.01.01.01,8
01.01.01.06.10,01.01.01.01.05,18
01.01.01.06.10,01.01.01.01.13,2
01.01.01.06.10,01.01.01.13.01,16
01.01.01.06.10,01.01.01.06.09.02,7
01.01.01.06.10,01.01.01.01.03,8
01.01.01.06.10,01.01.02.35.04.03,43
01.01.01.06.10,01.01.01.01.15,1
01.01.01.06.10,01.01.01.17,16
01.01.01.06.10,01.01.12.01.02,2
01.01.01.06.10,01.01.01.06.08,3
01.01.01.06.10,01.01.01.14.02.02,17
01.01.01.06.10,01.01.01.13.02.02,8
01.01.01.06.10,01.01.01.01.09,4
01.01.01.01.05,01.01.01.01.03,6
01.01.01.01.05,01.01.01.01.15,2
01.01.01.01.05,01.01.12.01.02,5
01.01.01.01.05,01.01.01.06.08,1
01.01.01.01.13,01.01.01.13.02.03,11
01.01.01.01.13,01.01.01.13.01,3
01.01.01.01.13,01.01.01.06.09.02,2
01.01.01.01.13,01.01.01.13.02.99,15
01.01.01.01.13,01.01.01.01.03,3
01.01.01.01.13,01.01.01.14.01.01,6
01.01.01.01.13,01.01.01.01.05,2
01.01.01.01.13,01.01.01.01.15,2
01.01.01.01.13,01.01.01.17,3
01.01.01.01.13,01.01.12.01.02,1
01.01.01.01.13,01.01.01.06.08,1
01.01.01.01.13,01.01.01.14.02.02,2
01.01.01.01.13,01.01.01.13.02.02,3
01.01.01.18,01.01.01.06.09.02,23
01.01.01.18,01.01.01.01.03,23
01.01.01.18,01.01.01.01.15,6
01.01.01.18,01.01.01.17,42
01.01.01.18,01.01.01.06.08,7
01.01.01.13.01,01.01.01.18,39
01.01.01.13.01,01.01.01.06.09.02,4
01.01.01.13.01,01.01.01.01.03,5
01.01.01.13.01,01.01.16.01.04.01,7
01.01.01.13.01,01.01.02.35.04.03,14
01.01.01.13.01,01.01.01.14.01.01,11
01.01.01.13.01,01.01.01.01.05,18
01.01.01.13.01,01.01.01.01.15,1
01.01.01.13.01,01.01.01.17,12
01.01.01.13.01,01.01.12.01.02,2
01.01.01.13.01,01.01.01.06.08,3
01.01.01.13.01,01.01.01.14.02.02,3
01.01.01.06.09.02,01.01.01.18,9
01.01.01.06.09.02,01.01.01.13.02.99,19
01.01.01.06.09.02,01.01.01.01.03,6
01.01.01.06.09.02,01.01.16.01.04.01,6
01.01.01.06.09.02,01.01.02.35.04.03,9
01.01.01.06.09.02,01.01.01.14.01.01,9
01.01.01.06.09.02,01.01.01.01.05,4
01.01.01.06.09.02,01.01.01.13.02.03,11
01.01.01.06.09.02,01.01.01.05.02,4
01.01.01.06.09.02,01.01.01.01.15,1
01.01.01.06.09.02,01.01.01.17,4
01.01.01.06.09.02,01.01.12.01.02,2
01.01.01.06.09.02,01.01.01.13.01,1
01.01.01.06.09.02,01.01.01.06.08,1
01.01.01.06.09.02,01.01.01.14.02.02,1
01.01.01.01.03,01.01.16.01.04.01,7
01.01.01.01.03,01.01.02.35.04.03,3
01.01.01.01.03,01.01.01.14.01.01,8
01.01.01.01.03,01.01.01.01.05,3
01.01.01.01.03,01.01.01.13.02.03,6
01.01.01.01.03,01.01.01.13.02.99,9
01.01.01.01.03,01.01.01.05.02,3
01.01.01.01.03,01.01.01.01.15,1
01.01.01.01.03,01.01.01.17,2
01.01.01.01.03,01.01.12.01.02,2
01.01.01.01.03,01.01.01.13.01,1
01.01.01.01.03,01.01.01.06.08,1
01.01.16.01.04.01,01.01.02.35.04.03,26
01.01.16.01.04.01,01.01.01.14.01.01,15
01.01.16.01.04.01,01.01.01.01.05,8
01.01.16.01.04.01,01.01.01.13.02.03,16
01.01.16.01.04.01,01.01.16.01.04.01,14
01.01.16.01.04.01,01.01.01.13.02.99,37
01.01.16.01.04.01,01.01.01.05.02,12
01.01.16.01.04.01,01.01.01.01.15,6
01.01.16.01.04.01,01.01.01.17,8
01.01.16.01.04.01,01.01.12.01.02,2
01.01.16.01.04.01,01.01.01.13.01,7
01.01.01.14.01.01,01.01.01.01.05,14
01.01.01.14.01.01,01.01.01.13.02.03,29
01.01.01.14.01.01,01.01.01.13.02.99,41
01.01.01.14.01.01,01.01.02.35.04.03,29
01.01.01.14.01.01,01.01.01.05.02,17
01.01.01.14.01.01,01.01.01.14.01.01,13
01.01.01.14.01.01,01.01.01.01.15,5
01.01.01.14.01.01,01.01.01.17,12
01.01.01.05.02,01.01.01.01.15,1
01.01.01.01.15,01.01.01.13.02.99,1
01.02.09.13.01,01.02.09.03.08,14
01.02.09.13.01,01.02.09.02.01,9
01.02.09.03.08,01.02.09.02.01,5
01.02.09.03.08,01.02.09.03.08,8
01.02.09.03.08,01.02.09.06.02,4
01.02.09.02.01,01.02.09.06.02,6
01.01.01.11,01.01.11.06.01.02,3
01.01.01.11,01.01.01.01.06,14
01.01.01.11,01.01.11.03.01.01,8
01.01.01.11,01.01.05.05,6
01.01.01.11,01.01.11.04.02,1
01.01.01.11,01.01.01.12.01.06,7
01.01.01.11,01.01.15.07.02,1
01.01.01.11,01.01.12.02.01,4
01.01.01.11,01.01.11.04.10,1
01.01.01.12.01.01,01.01.11.06.01.02,6
01.01.01.12.01.01,01.01.03.25.03,22
01.01.01.12.01.01,01.01.11.03.01.01,8
01.01.01.12.01.01,01.01.11.06.02.02,6
01.01.01.12.01.01,01.01.05.05,3
01.01.01.12.01.01,01.01.11.04.02,3
01.01.01.12.01.01,01.01.15.07.02,1
01.01.01.12.01.01,01.01.11.06.01.01,6
01.01.01.12.01.01,01.01.11.04.10,1
01.01.11.06.01.02,01.01.09.01.01,17
01.01.11.06.01.02,01.01.01.01.06,6
01.01.11.06.01.02,01.01.03.25.03,28
01.01.11.06.01.02,01.01.16.01.04.01,21
01.01.11.06.01.02,01.01.11.03.01.01,13
01.01.11.06.01.02,01.01.11.06.02.02,8
01.01.11.06.01.02,01.01.05.05,3
01.01.11.06.01.02,01.01.11.04.02,3
01.01.11.06.01.02,01.01.01.12.01.06,7
01.01.11.06.01.02,01.01.02.35.06,8
01.01.11.06.01.02,01.01.01.06.03,12
01.01.11.06.01.02,01.01.15.07.02,2
01.01.11.06.01.02,01.01.01.01.05,14
01.01.11.06.01.02,01.01.12.02.01,8
01.01.11.06.01.02,01.01.01.01.08,3
01.01.11.06.01.02,01.01.11.06.01.01,6
01.01.09.01.01,01.01.03.25.03,42
01.01.09.01.01,01.01.05.05,2
01.01.09.01.01,01.01.11.04.02,1
01.01.09.01.01,01.01.01.12.01.06,5
01.01.09.01.01,01.01.15.07.02,1
01.01.09.01.01,01.01.12.02.01,6
